Jobtitle,City,Date,Company,Skills,Profesion,Education,Salary,Jobs,Candidates,Copy
['Técnico/a de Campo'],A Coruna,27/09/2024,FutuRS,"['microinformatica', 'windows']",Helpdesk,GM,no disponible,1,20,2024/09/29
['Administrador/a Jira 100% remoto'],Online,27/09/2024,Arelance,"['jira', 'confluence', 'groovy', 'scriptrunner']",Administrador,GS,28500.0,3,46,2024/09/29
['Security Operations Management'],Madrid,27/09/2024,Krell Consulting & Training,"['ciberseguridad', 'soc', 'splunk']",Ciberseguridad,ESO,no disponible,1,6,2024/09/29
['Administrador/a Office 365 (Teletrabajo)'],Madrid,27/09/2024,PSS,"['office', 'office 365', 'sharepoint']",Administrador,ESO,no disponible,1,181,2024/09/29
['Desarrollador BPM'],Almeria,27/09/2024,Krell Consulting & Training,"['camunda', 'bpm', 'java', 'oracle']",Administrador,ESO,no disponible,1,6,2024/09/29
['Business Intelligence Specialist'],Online,27/09/2024,Digital Talent Agency,"['etl', 'pentaho', 'qlikview', 'sql']",Analista,GS,no disponible,1,30,2024/09/29
['Analista Programador COBOL/400'],Online,27/09/2024,Arelance,"['cobol/400', 'as/400', 'cobol']",Analista Programador,GS,30000.0,1,47,2024/09/29
['Técnico/a de Cyberseguridad N1 (Remoto)'],Online,27/09/2024,Alcorce Telecomunicaciones,"['palo alto', 'checkpoint', '.net', 'routing', 'switching', 'wifi']",Ciberseguridad,GS,no disponible,1,1635,2024/09/29
['Senior SysAdmin'],Barcelona,27/09/2024,Comgent,"['checkpoint', 'fortigate', 'windows', 'linux', 'as400']",Administrador,Universidad,no disponible,1,5,2024/09/29
['Administrador/a Citrix'],Online,27/09/2024,PSS,"['citrix', 'windows']",Administrador,ESO,34500.0,1,66,2024/09/29
['Project Manager Telecomunicaciones'],Madrid,27/09/2024,Gestelcom Servicios,"['redes', 'pmp', 'project manager']",Ingenieros/Industria,Universidad,no disponible,2,18,2024/09/29
['Técnico/a de Networking LAN (Remoto)'],Online,27/09/2024,Alcorce Telecomunicaciones,"['.net', 'lan']",Redes,GS,no disponible,1,1738,2024/09/29
['Desarrollador/a C++'],Madrid,27/09/2024,Alcorce Telecomunicaciones,"['c plus', 'linux']",Analista Programador,GS,37500.0,1,224,2024/09/29
['Técnico Red Movil'],Badajoz,27/09/2024,OFG,"['4g', '5g', 'ericsson', 'telco']",Ingenieros/Industria,GM,no disponible,4,6,2024/09/29
['Desarrollador/a software C/C++'],Barcelona,27/09/2024,Krell Consulting & Training,"['c', 'c plus', 'qt', 'linux', 'git']",Programador,Sin estudios,no disponible,1,33,2024/09/29
['Técnico/a micro'],Ciudad Real,27/09/2024,Grupo Sermicro,"['ticketing', 'windows', 'directorio activo']",Soporte Técnico,GM,no disponible,1,56,2024/09/29
['Consultor/a SAP HCM/PY'],Online,27/09/2024,Tuyú Technology,"['sap', 'py']",Consultor,GM,40500.0,1,5,2024/09/29
['Técnico/a  de Campo'],Baleares,27/09/2024,Grupo Sermicro,"['windows', 'office', 'redes', 'ticketing']",Helpdesk,GM,no disponible,1,29,2024/09/29
['QA Tester / Manual + Automatizado'],Alicante,27/09/2024,Arelance,"['qa', 'selenium', 'jira xray', 'confluence', 'git', 'playwright']",Tester,GM,24000.0,1,49,2024/09/29
['ServiceNow Developer. Teletrabajo'],Online,27/09/2024,Second Window,"['servicenow', 'itsm']",Programador,GS,no disponible,1,15,2024/09/29
['UiPath Automated Tester'],Online,27/09/2024,CMV Consultores,"['uipath', 'java', 'selenium', 'cucumber']",Tester,GM,25500.0,1,20,2024/09/29
['Programador/a SPARK Scala (REMOTO)'],Online,27/09/2024,Krell Consulting & Training,"['scala', 'spark', 'hive', 'git']",Big Data,GM,36000.0,1,15,2024/09/29
['Desarrollador/a C++ Inglés B2.'],Madrid,27/09/2024,Second Window,"['c plus', 'c', 'jenkins', 'git']",Analista Programador,GS,52500.0,1,23,2024/09/29
['Líder técnico/a FULLSTACK'],Madrid,27/09/2024,Digital Talent Agency,"['java', 'python', '.net', 'php', 'react', 'node.js', 'angular']",Jefe de Equipo,GS,58500.0,1,15,2024/09/29
['Ingeniera/o Kafka'],Madrid,27/09/2024,PANEL Sistemas Informáticos,"['aws', 'azure', 'ci/cd', 'scala', 'rest', 'iso', 'kafka']",Técnico de Sistemas,GS,no disponible,1,3,2024/09/29
['Desarrollador iOS con conocimiento en AR'],Online,27/09/2024,Muse Scene Lab,"['ios', 'unity', 'tensorflow']",Desarrollador Móvil,Universidad,no disponible,1,21,2024/09/29
['J2EE Programador / Análisis'],Bizkaia,27/09/2024,Green Code S&S IT,"['j2ee', 'java', 'kafka', '.net', 'cloud', 'microservicios']",Analista Programador,GS,no disponible,1,26,2024/09/29
['Informático de Soporte N3 (FR o IT)'],Madrid,27/09/2024,Digital Talent Agency,"['linux', 'soporte', 'redes', 'microsoft']",Soporte Técnico,GS,no disponible,1,15,2024/09/29
['Programador Microsoft Dynamics 365 BC'],Murcia,27/09/2024,HAYS,['microsoft dynamics 365 bc'],Analista Programador,GM,40500.0,1,12,2024/09/29
['Splunk Security Management'],Madrid,27/09/2024,CMV Consultores,"['splunk', 'ciberseguridad']",Ciberseguridad,GS,no disponible,1,4,2024/09/29
['Analista Programador/a Cobol -Linux'],Online,27/09/2024,Tuyú Technology,"['linux', 'cobol', 'jcl', 'db2', 'remedy', 'teamsuite', 'host', 'jira']",Analista Programador,ESO,31500.0,1,64,2024/09/29
['Software department manager'],Valencia,27/09/2024,HAYS,"['c plus', 'c#', '.net']",Jefe de Equipo,Universidad,no disponible,1,4,2024/09/29
['Gestor de Proyectos IAM. Inglés C1. Teletrabajo'],Madrid,27/09/2024,Second Window,"['oauth', 'program managment', 'iam']",Técnico de Gestión,GS,no disponible,1,12,2024/09/29
['Técnico/a Microinformático Con ITIL V4'],Madrid,27/09/2024,Grupo Sermicro,"['microinformatica', 'itil']",Helpdesk,ESO,no disponible,1,111,2024/09/29
['Programador/a C++'],Valladolid,27/09/2024,Krell Consulting & Training,"['c plus', 'tuxedo', 'proc*c', 'java', 'sql']",Programador,GS,30000.0,1,5,2024/09/29
['Administrador/a de Sistemas Senior'],Malaga,27/09/2024,Digital Talent Agency,"['sistemas', 'servidores', 'backup', 'dns', 'active', 'solucion', 'scripting', 'virtualizacion', 'automatizacion', 'seguridad']",Técnico de Sistemas,No disponible,no disponible,1,30,2024/09/29
['Service Desk Management Teletrabajo'],Online,27/09/2024,PSS,"['jira', 'soporte', 'remedy']",Helpdesk,ESO,18500.0,1,115,2024/09/29
['CIAM Product Leader. TELETRABAJO 100%'],Online,27/09/2024,CMV Consultores,"['ciam', 'oauth']",Jefe de Proyecto,GS,40500.0,1,37,2024/09/29
['Técnico en navegación y comunicaciones'],Barcelona,27/09/2024,REDCAI,"['electronica', 'telecomunicaciones']",Electrónica,GS,no disponible,1,38,2024/09/29
['Administrador/a JIRA'],Madrid,27/09/2024,Krell Consulting & Training,"['jira', 'groovy']",Administrador,Sin estudios,33000.0,1,15,2024/09/29
['Operador/a SERVICEDESK N2'],Barcelona,27/09/2024,Grupo Sermicro,"['windows', 'ticketing', 'sccm', 'ad']",Helpdesk,GM,no disponible,1,88,2024/09/29
['Desarrollador SOA/OSB'],Malaga,27/09/2024,Tuyú Technology,"['oracle', 'soa', 'osb']",Analista Programador,ESO,27000.0,1,4,2024/09/29
['Consultor Calypso Banco España'],Madrid,27/09/2024,PANEL Sistemas Informáticos,"['calypso', 'oracle', 'sql', 'controlm']",Analista,GS,no disponible,1,23,2024/09/29
['Desarrollador/a backend microservicios'],Madrid,27/09/2024,CMV Consultores,"['java', 'spring', 'maven']",Programador,GM,22500.0,1,23,2024/09/29
['Gerente de Producto y Lanzamiento'],Online,27/09/2024,PANEL Sistemas Informáticos,"['jira', 'jenkins', 'kiuwan', 'git', 'logs', 'trazas']",Jefe de Proyecto,GS,no disponible,1,43,2024/09/29
['Analista Programador/a Cobol-Gravity'],Online,27/09/2024,Tuyú Technology,"['cobol', 'jcl', 'mainframe', 'gravity', 'partenon']",Analista Programador,Universidad,31500.0,1,19,2024/09/29
['QA Tester'],Online,27/09/2024,Krell Consulting & Training,"['selenium', 'katalon', 'postman', 'newman']",Tester,GS,no disponible,2,48,2024/09/29
['Analista Funcional Seguros/Contabilidad'],Online,27/09/2024,PANEL Sistemas Informáticos,['sap'],Analista,GS,no disponible,1,11,2024/09/29
['BackEnd Developers Java (100% Remoto)'],Online,27/09/2024,Bcnc Group,"['java', 'scrum', 'spring', 'jira', 'confluence', 'git', 'ddd', 'junit', 'mockito', 'openapi', 'jenkins', 'sonar', 'mongo db']",Analista Programador,Universidad,43500.0,10,320,2024/09/29
['Técnica/o HelpDesk con Inglés'],Madrid,27/09/2024,Grupo Sermicro,"['helpdesk', 'ticketing']",Helpdesk,GM,no disponible,1,101,2024/09/29
['Administrador/a Azure 100% remoto'],Online,27/09/2024,Alcorce Telecomunicaciones,"['azure', 'windows']",Administrador,GM,no disponible,1,1234,2024/09/29
['Técnico/a Microinformático de Campo'],Madrid,27/09/2024,Grupo Sermicro,"['microinformatica', 'active directory']",Soporte Técnico,ESO,27000.0,1,75,2024/09/29
['Desarrollador Ionic'],Madrid,27/09/2024,ConsulSAP,"['ionic', 'angular', 'html5', 'css', 'javascript', 'spring', 'java']",Desarrollador Móvil,ESO,no disponible,1,24,2024/09/29
['Ingeniero/a Cloud (Remoto)'],Online,27/09/2024,Alcorce Telecomunicaciones,"['cloud', 'aws', 'azure']",Ingenieros/Industria,GS,no disponible,1,247,2024/09/29
['Arquitecto de soluciones (PowerPlatform)'],Online,27/09/2024,Krell Consulting & Training,"['powerapps', 'azure', 'c', '.net', 'microsoft', 'bi', 'lan', 'power bi']",Arquitecto TIC,ESO,no disponible,1,13,2024/09/29
['Analistas Programadores Java/SpringBoot'],Online,27/09/2024,Seltime,"['java', 'spring', 'microservicios', 'rest']",Analista Programador,GS,no disponible,5,85,2024/09/29
['Analista Funcional Scrum / Jira / UML'],Online,27/09/2024,PANEL Sistemas Informáticos,"['sql', 'jira', 'api', 'scrum', 'excel', 'rest']",Analista Programador,GS,no disponible,1,34,2024/09/29
['Desarrollador Front End'],Online,27/09/2024,Krell Consulting & Training,"['vue.js', 'gcp']",Analista Programador,GM,28500.0,1,67,2024/09/29
['Administrador/ora Jira.'],Madrid,27/09/2024,Serem,['pl/sql'],Analista Programador,ESO,no disponible,1,360,2024/09/29
['Gestor Proyectos'],A Coruna,27/09/2024,Baoss,"['api', 'ia', 'rpa', 'bpm']",Analista,Universidad,no disponible,1,47,2024/09/29
['Tecnico/a sistemas ITSM service manager'],Madrid,27/09/2024,Tuyú Technology,"['itsm', 'jira', 'remedy', 'service now']",Técnico de Gestión,GM,21000.0,1,43,2024/09/29
['Administrador de cabinas Netapp'],Madrid,27/09/2024,PANEL Sistemas Informáticos,"['metrocluster', 'mccip/fc', 'fiberbridge', '.net', 'cloud', 'cisco', 'almacenamiento', 'switches']",Analista,Universidad,no disponible,1,5,2024/09/29
['Consultor/a tecnológico (TELETRABAJO)'],Online,27/09/2024,CMV Consultores,"['sql', 'doker', 'git', '.net']",Consultor,GS,33000.0,1,83,2024/09/29
['Técnico Helpdesk'],Madrid,27/09/2024,The Whiteam,['helpdesk'],Administrador,GS,no disponible,1,296,2024/09/29
['Técnico/a de Networking'],Madrid,27/09/2024,Alcorce Telecomunicaciones,"['.net', 'juniper']",Redes,GS,no disponible,1,127,2024/09/29
['Técnico/a  en Microinformática'],Baleares,27/09/2024,Grupo Sermicro,"['windows', 'ticketing', 'active directory']",Helpdesk,GS,no disponible,1,32,2024/09/29
['Junior Software Developer'],Barcelona,27/09/2024,Appdrawn,"['react', 'html', 'css', 'docker', 'data', 'excel', 'git']",Desarrollador Web,GS,no disponible,10,206,2024/09/29
['Desarrollador/a Backend Java / Sprinboot'],Online,27/09/2024,PANEL Sistemas Informáticos,"['java', 'microservicios', 'hibernate', 'spring']",Analista Programador,GS,no disponible,1,80,2024/09/29
['Analista de datos / Power BI'],Malaga,27/09/2024,Arelance,"['power bi', 'dashboards', 'dax', 'access', 'excel', 'slas', 'kpis']",Analista,GS,22500.0,1,35,2024/09/29
['DevOps Engineer - Ingles B2/C1.'],Online,27/09/2024,Serem,"['.net', 'aws', 'azure', 'gcp', 'ansible', 'terraform', 'python', 'grafana', 'prometheus', 'rbac', 'openshift', 'git', 'ci/cd']",DevOps,Universidad,no disponible,1,29,2024/09/29
['Operador/a Servicedesk n2'],Barcelona,27/09/2024,Grupo Sermicro,"['ticketing', 'windows', 'ad', 'oficce']",Helpdesk,GS,no disponible,1,184,2024/09/29
['Modelador BIM'],Madrid,27/09/2024,Invoin,"['revit', 'navisworks', 'autocad', 'modelos bim']",Ingenieros/Industria,Universidad,no disponible,1,20,2024/09/29
['Senior .NET Developer'],Barcelona,27/09/2024,Bcnc Group,"['.net', 'java', 'sql', 'javascript', 'aws', 'windows', 'c#', 'git', 'html', 'pullrequest', 'docker', 'n capas', 'codigo', 'entity framework', 'api', 'webservice', 'windowsservice']",Analista Programador,GS,no disponible,1,9,2024/09/29
['Ingeniero/a Senior de Desarrollo'],La Rioja,27/09/2024,Michael Page,['solidworks'],Ingenieros/Industria,No disponible,no disponible,1,0,2024/09/29
['ERP Software engineer'],Madrid,27/09/2024,Michael Page,"['.net', 'c#', 'sap', 'powerbuilder']",Programador,No disponible,no disponible,1,7,2024/09/29
['Arquitecto HOST (Funcional)'],Madrid,27/09/2024,Grupo Digital,['host'],Arquitecto TIC,GS,39000.0,1,12,2024/09/29
['Analista-programador Cobol/JCL/LINUX'],Online,27/09/2024,Tuyú Technology,"['linux', 'cobol', 'jcl']",Analista Programador,GM,34500.0,1,22,2024/09/29
['Diseño industrial'],Alava,27/09/2024,HAYS,['catia'],Ingenieros/Industria,No disponible,no disponible,1,2,2024/09/29
['Técnico de Operaciones'],Online,27/09/2024,Michael Page,"['sql', 'oracle', 'mysql']",Soporte Técnico,No disponible,no disponible,1,47,2024/09/29
['Consultor/a Funcional'],Madrid,27/09/2024,Serbyte Servicios IT,['consultoria'],Consultor,No disponible,36000.0,1,12,2024/09/29
['Data Analyst'],Madrid,27/09/2024,HAYS,"['python', 'sql']",Analista,No disponible,no disponible,1,13,2024/09/29
['Consultor junior servicio posventa'],Cantabria,27/09/2024,Michael Page,['helpdesk'],Helpdesk,No disponible,no disponible,1,4,2024/09/29
['Analista funcional Especialista en Nego'],Baleares,27/09/2024,Michael Page,['analisis funcional'],Analista,No disponible,36000.0,1,3,2024/09/29
['Laravel developer (TALL stack) - Indonesia'],Online,27/09/2024,WE ARE CRISP,"['laravel', 'php', 'tailwind']",Desarrollador Web,No disponible,no disponible,1,49,2024/09/29
['Jefe/a de Proyecto SOC/CERT'],Madrid,27/09/2024,GMV,"['ciberseguridad', 'siem']",Ciberseguridad,No disponible,no disponible,2,22,2024/09/29
['Arquitecto/a Cloud - Azure'],Online,27/09/2024,TuyÃº Technology,"['python', 'sql', 'azure', 'git', 'cloud', 'terraform', 'excel']",Arquitecto TIC,No disponible,no disponible,1,12,2024/09/29
['IT Expert Development Platform'],Barcelona,27/09/2024,Michael Page,"['python', 'visual studio', 'eclipse']",Administrador,No disponible,68000.0,1,0,2024/09/29
['Consultor experto interoperabilidad'],Online,27/09/2024,Michael Page,"['api', 'postman', 'soap ui', 'swagger']",Consultor,No disponible,no disponible,1,3,2024/09/29
['Desarrollador/a Fullstack'],Asturias,27/09/2024,DOTGIS,"['javascript', 'html', 'gis', 'angular', 'react']",Programador,No disponible,no disponible,1,37,2024/09/29
['Técnico/a de Servicios'],Navarra,27/09/2024,HAYS,"['soporte', 'microinformatica']",Soporte Técnico,No disponible,no disponible,1,11,2024/09/29
['Ingeniero/a de software Junior'],Madrid,27/09/2024,GMV,"['c', 'c plus']",Programador,No disponible,no disponible,1,12,2024/09/29
['SEO Senior Marketing Digital'],Valencia,27/09/2024,HAYS,"['seo', 'semrush', 'ahrefs', 'screaming frog']",Marketing,No disponible,no disponible,1,8,2024/09/29
['Tecnico Junior de Automatización'],Online,27/09/2024,Michael Page,"['bash', 'ansible', 'python']",Técnico de Sistemas,No disponible,no disponible,1,78,2024/09/29
['Consultor de Gestión de Seguridad'],Online,27/09/2024,Page Personnel,"['ciberseguridad', 'ens']",Ciberseguridad,No disponible,no disponible,1,20,2024/09/29
['Administrador/a de Sistemas'],Barcelona,27/09/2024,Page Personnel,"['windows', 'mac']",Técnico de Sistemas,No disponible,36000.0,1,55,2024/09/29
['Analista Programador/A Cobol'],Barcelona,27/09/2024,Serem,"['cobol', 'mvs/tso', 'jcl']",Analista,Universidad,27000.0,1,14,2024/09/29
['Ingeniero de procesos'],Girona,27/09/2024,Michael Page,['autocad'],Ingenieros/Industria,No disponible,49500.0,1,5,2024/09/29
['Consultor implantación software'],Madrid,27/09/2024,Page Personnel,['software'],Consultor,No disponible,no disponible,1,19,2024/09/29
['Data Analyst Supply Chain'],Barcelona,27/09/2024,Michael Page,"['qliksense', 'power bi', 'sql']",Analista,No disponible,60000.0,1,26,2024/09/29
['IT Manager Dynamics 365'],Guadalajara,27/09/2024,Michael Page,['dynamics 365'],Consultor,No disponible,no disponible,1,1,2024/09/29
['Service Delivery Lead'],Barcelona,27/09/2024,Michael Page,"['scrum', 'kanban']",Jefe de Proyecto,No disponible,no disponible,1,4,2024/09/29
['Consultant SAP BW - SAC'],Barcelona,27/09/2024,Michael Page,"['sap', 'hana']",Consultor,No disponible,no disponible,1,1,2024/09/29
['Desarrollador/a GIS Esri'],Asturias,27/09/2024,DOTGIS,"['arcgis', 'javascript']",Programador,No disponible,no disponible,1,12,2024/09/29
['Ingeniero/a testing de Redes Galileo'],Madrid,27/09/2024,GMV,"['doors', 'qtest', 'test link']",Tester,No disponible,no disponible,3,17,2024/09/29
['Power BI Consultant'],Baleares,27/09/2024,Michael Page,"['power bi', 'excel']",Big Data,No disponible,no disponible,1,15,2024/09/29
['Integration Architect/Senior Engineer'],Online,27/09/2024,HAYS,['azure'],Arquitecto TIC,No disponible,no disponible,1,7,2024/09/29
['SAP S4/HANA Supply Chain Team Lead'],Madrid,27/09/2024,HAYS,"['sap', 'hana']",Consultor,No disponible,no disponible,1,1,2024/09/29
['FullStack SPRINGBOOT/WEBFLUX (inglés ALTO)'],Online,27/09/2024,Grupo Digital,"['java', 'spring', 'microservicios']",Programador,GS,no disponible,1,20,2024/09/29
['CSV Senior Specialist'],Barcelona,27/09/2024,Michael Page,"['plc', 'scada']",Ingenieros/Industria,No disponible,no disponible,1,0,2024/09/29
['Project Manager con Inglés'],A Coruna,27/09/2024,Michael Page,['project manager'],Jefe de Proyecto,No disponible,no disponible,1,3,2024/09/29
['SAP Técnico CO-PA'],Madrid,27/09/2024,Michael Page,['sap'],Consultor,No disponible,51000.0,1,9,2024/09/29
['Online Marketing Manager'],Barcelona,27/09/2024,Page Personnel,"['marketing', 'google']",Marketing,No disponible,no disponible,1,12,2024/09/29
['Responsable de Infraestructuras IT'],Bizkaia,27/09/2024,Michael Page,['infraestructura'],Jefe de Equipo,No disponible,no disponible,1,3,2024/09/29
['Técnico/a Informático/a'],Granada,27/09/2024,Zaidan IT Consulting,['soporte'],Helpdesk,ESO,no disponible,1,32,2024/09/29
['Admin Windows - Empresa final'],Madrid,27/09/2024,Page Personnel,"['windows', 'vmware']",Técnico de Sistemas,No disponible,no disponible,1,21,2024/09/29
['Ingeniero FW embebidos'],Cantabria,27/09/2024,Michael Page,"['iot', 'microcontroladores', 'can', 'lin', 'modbus']",Electrónica,No disponible,49500.0,1,1,2024/09/29
['Ingeniero de Diseño'],Castellon,27/09/2024,HAYS,"['autocad', 'solidworks']",Ingenieros/Industria,No disponible,no disponible,1,4,2024/09/29
['Junior Analista Adobe Campaign'],Madrid,27/09/2024,Michael Page,['adobe campaign'],Marketing,No disponible,21000.0,1,16,2024/09/29
['Ingeniero de Sistemas DevOps'],La Rioja,27/09/2024,Michael Page,"['ci/cd', 'linux', 'docker']",DevOps,No disponible,no disponible,1,0,2024/09/29
['Ingeniero/a Validación y Verificación'],Madrid,27/09/2024,GMV,"['doors', 'jira', 'git']",Tester,No disponible,no disponible,4,17,2024/09/29
['Ingeniero industrial'],Barcelona,27/09/2024,"INYPSA CW INFRASTRUCTURES, S.L.",['ingenieria industrial'],Ingenieros/Industria,No disponible,no disponible,1,12,2024/09/29
['SAP EDI Architect'],Barcelona,27/09/2024,Michael Page,['sap'],Arquitecto TIC,No disponible,no disponible,1,2,2024/09/29
['Desarrollador Backend'],Barcelona,27/09/2024,Page Personnel,"['java', 'python', 'api']",Programador,GS,no disponible,1,51,2024/09/29
['Prácticas Ingeniería ciberseguridad'],Madrid,27/09/2024,GMV,"['ciberseguridad', 'redes']",Ciberseguridad,No disponible,no disponible,1,11,2024/09/29
['Trade Marketing Internacional'],La Rioja,27/09/2024,Michael Page,['marketing'],Marketing,No disponible,54000.0,1,6,2024/09/29
['Responsable de IT (h/m)'],Cantabria,27/09/2024,Michael Page,"['microsoft', 'erp']",Jefe de Proyecto,No disponible,no disponible,1,15,2024/09/29
['Head of Ecommerce'],Madrid,27/09/2024,Michael Page,['ecommerce'],Jefe de Proyecto,No disponible,no disponible,1,4,2024/09/29
['Analista en Ciberseguridad (Inglés Alto)'],Online,27/09/2024,Grupo Digital,"['ciberseguridad', 'sast', 'nessus', 'sonarqube', 'veracode']",Ciberseguridad,GS,no disponible,1,22,2024/09/29
['Senior Manager de Mejora Continua y Cal'],Sevilla,27/09/2024,Michael Page,"['lean', 'six sigma', 'kaizen']",Ingenieros/Industria,No disponible,no disponible,1,2,2024/09/29
['Senior Full Stack Developer'],Madrid,27/09/2024,Michael Page,"['java', 'angular']",Programador,No disponible,46500.0,1,5,2024/09/29
['Aeronautical Production Engineer'],Madrid,27/09/2024,Jet Aviation,"['aeronautica', 'jigs']",Ingenieros/Industria,No disponible,no disponible,1,3,2024/09/29
['Responsable de Oficina Técnica'],Gipuzkoa,27/09/2024,Michael Page,['cad'],Ingenieros/Industria,No disponible,52500.0,1,1,2024/09/29
['Manager de Desarrollo IT'],Madrid,27/09/2024,Michael Page,"['agile', 'waterfall', 'angular', '.net', 'java']",Jefe de Equipo,No disponible,no disponible,1,19,2024/09/29
['Desarrollador Senior JAVA con CATALÁN'],Online,27/09/2024,Grupo Digital,"['java', 'angular']",Analista Programador,GS,no disponible,1,16,2024/09/29
['Product Manager'],Madrid,27/09/2024,GMV,['pmp'],Jefe de Proyecto,No disponible,no disponible,1,23,2024/09/29
['Técnico/a PI System AVEVA/OSIsoft'],Online,27/09/2024,Grupo Digital,"['aveva', 'osisoft']",Técnico de Sistemas,GS,no disponible,1,8,2024/09/29
['Marketing Specialist - Web Services'],Barcelona,27/09/2024,Page Personnel,['marketing'],Marketing,No disponible,no disponible,1,15,2024/09/29
['Tecnico de redes con Italiano'],Valencia,27/09/2024,Michael Page,"['vlan', 'vpn', 'windows']",Redes,No disponible,19500.0,1,7,2024/09/29
['QA Automation Engineer'],Online,27/09/2024,Semrush,"['qa', 'java']",Tester,No disponible,no disponible,1,13,2024/09/29
['Entry-Level Software Integrator - Greek'],A Coruna,27/09/2024,Page Personnel,"['api', 'as2', 'web service', 'rest']",Técnico Software,No disponible,25500.0,1,8,2024/09/29
['Ingeniero/a de Telecomunicaciones'],Cantabria,27/09/2024,HAYS,['pcb'],Electrónica,No disponible,no disponible,1,4,2024/09/29
['Global Head of CRM Lifecycles (h/m)'],Barcelona,27/09/2024,Michael Page,"['marketing', 'tableau', 'power bi']",Marketing,No disponible,no disponible,1,2,2024/09/29
['Java Software Engineer'],Malaga,27/09/2024,Selectia Solutions,"['java', 'spring']",Programador,No disponible,33000.0,1,8,2024/09/29
['Data Scientist (AI Lab Team)'],Barcelona,27/09/2024,Semrush,"['python', 'sql', 'bigquery']",Big Data,No disponible,no disponible,1,15,2024/09/29
['SAS Analyst'],Madrid,27/09/2024,Michael Page,"['sas', 'sql']",Analista,No disponible,no disponible,1,7,2024/09/29
['Ingeniero/a de aplicaciones'],Gipuzkoa,27/09/2024,HAYS,['cad'],Ingenieros/Industria,No disponible,no disponible,1,0,2024/09/29
['Tecnico/a de sistemas N1'],Valencia,27/09/2024,Michael Page,"['redes', 'hardware']",Redes,No disponible,no disponible,1,62,2024/09/29
['Back-End Python Senior Developer'],Malaga,27/09/2024,Michael Page,"['python', 'django', 'flask']",Programador,No disponible,no disponible,1,10,2024/09/29
['Administrador/a sistemas espacio'],Madrid,27/09/2024,GMV,"['linux', 'windows']",Técnico de Sistemas,No disponible,no disponible,2,12,2024/09/29
['Senior DevOps Cloud Administrator'],Barcelona,27/09/2024,Michael Page,"['aws', 'ci/cd']",DevOps,No disponible,no disponible,1,0,2024/09/29
['Senior Engineer .NET'],Online,27/09/2024,Michael Page,"['.net', 'c#']",Programador,No disponible,no disponible,1,25,2024/09/29
['Senior Frontend Developer'],Online,27/09/2024,Michael Page,"['javascript', 'css', 'angular', 'react']",Programador,No disponible,45000.0,1,73,2024/09/29
['Comercial Servicios de Información'],Madrid,27/09/2024,Krell Consulting & Training,['office'],Comercial,GS,no disponible,3,11,2024/09/29
['Administrador de Almacenamiento SeniorN3'],Madrid,27/09/2024,Krell Consulting & Training,"['san', 'nas', 'vmax']",Administrador,Bachillerato/COU,no disponible,5,3,2024/09/29
['Técnico/a MicroInformático/a y Redes 4'],Madrid,27/09/2024,Zaidan IT Consulting,"['microinformatica', 'soporte', 'redes', 'excel']",Redes,GM,16000.0,1,13,2024/09/29
['Software Engineer - Mendix'],Madrid,27/09/2024,IPS Group,"['mendix', 'java', 'c#']",Desarrollador Web,Sin estudios,51000.0,1,40,2024/09/29
['Técnico/a Microinformatica'],Melilla,27/09/2024,Grupo Sermicro,"['microinformatica', 'linux', 'windows', 'microsoft', 'windows server', 'ios', 'ticketing']",Soporte Técnico,GM,no disponible,1,6,2024/09/29
['Auditor/a Senior de Seguridad/Pentester'],Online,26/09/2024,Grupo SIA,"['owasp', 'osstmm']",Ciberseguridad,GS,no disponible,6,215,2024/09/29
['Secure Software Development Life Cycle'],Madrid,26/09/2024,Grupo SIA,"['sdlc', 'java', 'sonarqube', 'kiuwan', 'fortify', 'aws', 'azure', 'docker', '.net']",Analista,Universidad,no disponible,1,32,2024/09/29
['Analista seguridad N3 SME Protect'],Online,26/09/2024,Grupo SIA,"['chronicle', 'akami waf', 'zscaler dns/proxy', 'sentinel', 'aws guarduty', 'casb', 'extrahop']",Analista,GS,no disponible,1,13,2024/09/29
['Arquitecto en LDAP con LINUX'],Online,26/09/2024,Grupo SIA,"['ldap', 'linux', 'redhat']",Administrador,GS,no disponible,1,49,2024/09/29
['Analista Programador C# para Dpto. I+D'],Madrid,26/09/2024,S.A.E. Ibertest,"['c#', '.net', 'sql', 'linq', 'vb']",Analista Programador,Universidad,37500.0,1,28,2024/09/29
['Programador Python Machine Learning'],Online,26/09/2024,Quental,"['python', 'sql', 'etl', 'pandas', 'numpy', 'scipy', 'sklearn', 'machine learning', 'deep learning']",Big Data,Universidad,27000.0,2,53,2024/09/29
['Administrador/a de sistemas'],Madrid,26/09/2024,Serem,"['linux', 'windows', 'oracle', 'pmp', 'project manager', 'itil', 'scrum']",Administrador,GS,no disponible,1,40,2024/09/29
['Analista Prog. Oracle Forms y APEX (Remoto)'],Online,26/09/2024,Serem,"['oracle', 'oracle forms', 'apex']",Analista Programador,ESO,28500.0,1,21,2024/09/29
['C++ Senior'],Barcelona,26/09/2024,Social You,"['sql', 'c plus', 'agile', 'api', 'docker', 'scrum', 'data', 'scala']",Analista Programador,GS,46500.0,1,16,2024/09/29
['Acquisition Specialist'],Madrid,26/09/2024,Page Personnel,"['marketing', 'sem']",Marketing,No disponible,no disponible,1,10,2024/09/29
